vehicle_id,lat,lon,mechatronics_id,initial_soc
v0,40.79847427,-73.94350998,leaf_50,0.8
v1,40.776777,-73.97164704,leaf_50,0.8
v2,40.77121427,-73.97922752,leaf_50,0.8
v3,40.84540039,-73.93137298,leaf_50,0.8
v4,40.80615614,-73.96716803,leaf_50,0.8
v5,40.79621658,-73.9771253,leaf_50,0.8
v6,40.80500016,-73.9608013,leaf_50,0.8
v7,40.77136032,-73.98495765,leaf_50,0.8
v8,40.762405,-73.96939045,leaf_50,0.8
v9,40.80143282,-73.9569155,leaf_50,0.8
v10,40.71911848,-73.97469377,leaf_50,0.8
v11,40.87193811,-73.92804842,leaf_50,0.8
v12,40.71303468,-73.98229398,leaf_50,0.8
v13,40.79236345,-73.97959173,leaf_50,0.8
v14,40.70476232,-74.00975459,leaf_50,0.8
v15,40.7798246,-73.96324937,leaf_50,0.8
v16,40.73249327,-73.9881823,leaf_50,0.8
v17,40.74342483,-73.99773259,leaf_50,0.8
v18,40.7796638,-73.94272716,leaf_50,0.8
v19,40.86706992,-73.92736929,leaf_50,0.8
v20,40.74650743,-73.99405443,leaf_50,0.8
v21,40.75158489,-73.98473214,leaf_50,0.8
v22,40.78471741,-73.94058538,leaf_50,0.8
v23,40.79830077,-73.93466549,leaf_50,0.8
v24,40.85828452,-73.92627265,leaf_50,0.8
v25,40.86206021,-73.93292041,leaf_50,0.8
v26,40.86176775,-73.91975671,leaf_50,0.8
v27,40.72191518,-74.00174234,leaf_50,0.8
v28,40.81097792,-73.96771132,leaf_50,0.8
v29,40.86340925,-73.92014402,leaf_50,0.8
v30,40.86425306,-73.92676819,leaf_50,0.8
v31,40.7114864,-73.99763927,leaf_50,0.8
v32,40.7577908,-73.98784601,leaf_50,0.8
v33,40.79178369,-73.95089761,leaf_50,0.8
v34,40.82636655,-73.93830434,leaf_50,0.8
v35,40.75688225,-73.96319751,leaf_50,0.8
v36,40.74529168,-74.00589851,leaf_50,0.8
v37,40.77727861,-73.96761468,leaf_50,0.8
v38,40.73593083,-73.97532376,leaf_50,0.8
v39,40.82346568,-73.93627502,leaf_50,0.8
v40,40.76330361,-73.95543228,leaf_50,0.8
v41,40.79391187,-73.95956059,leaf_50,0.8
v42,40.72724744,-73.99464981,leaf_50,0.8
v43,40.81012132,-73.94493708,leaf_50,0.8
v44,40.70871333,-74.00329047,leaf_50,0.8
v45,40.8098031,-73.94356295,leaf_50,0.8
v46,40.76790448,-73.98645144,leaf_50,0.8
v47,40.70653598,-74.0094073,leaf_50,0.8
v48,40.77072857,-73.98608151,leaf_50,0.8
v49,40.76124533,-73.99379219,leaf_50,0.8
v50,40.79318368,-73.95131993,leaf_50,0.8
v51,40.73993885,-73.9810196,leaf_50,0.8
v52,40.76651494,-73.973083,leaf_50,0.8
v53,40.79289067,-73.96687182,leaf_50,0.8
v54,40.85735386,-73.93431076,leaf_50,0.8
v55,40.72046412,-73.99956478,leaf_50,0.8
v56,40.72636083,-73.9983569,leaf_50,0.8
v57,40.71127794,-73.98230009,leaf_50,0.8
v58,40.8118179,-73.95073751,leaf_50,0.8
